Number,Type,Common Name,Category,Classification,RA,Dec,R_Flux,Tag,Comments,ID
1055,Source,AX J1825.1-1253,Unclassified,Unclassified,276.292,-12.888,2.6E-12,Known Source,,
1056,Source,AX J1833.9-0822,Unclassified,Unclassified,278.498733,-8.373778,1.21E-12,Known Source,,
1057,Source,AX J1849.5-0055,Unclassified,Unclassified,282.38,-0.9403,7.31E-11,Known Source,,
1058,Source,AX J1907.5+0709,Unclassified,Unclassified,286.8942,7.1392,1.77E-12,Known Source,,
1059,Source,EXS 1737.9-2952,Unclassified,Unclassified,265.27,-29.88,,Known Source,,
1060,Source,GRS 1227+025,Unclassified,Unclassified,187.47,2.22,,Known Source,,
1061,Source,IGR J10252-6829,Unclassified,Unclassified,156.25204,-68.45758,,Known Source,,
1062,Source,IGR J11014-6103,Unclassified,Unclassified,165.43771,-61.02786,1.43E-12,Known Source,,
1063,Source,IGR J11085-5100,Unclassified,Unclassified,167.21033,-51.04244,,Known Source,,
1064,Source,IGR J11098-6457,Unclassified,Unclassified,167.36,-65.04,3.34E-12,Known Source,,
1065,Source,IGR J14043-6148,Unclassified,Unclassified,211.123,-61.789,1.08E-10,Known Source,,
1066,Source,IGR J14549-6459,Unclassified,Unclassified,223.84958,-65.00089,3.88E-12,Known Source,,
1067,Source,IGR J16316-4028,Unclassified,Unclassified,247.9,-40.467,,Known Source,,
1068,Source,IGR J16374-5043,Unclassified,Unclassified,249.30579,-50.72572,4.48E-12,Known Source,,
1069,Source,IGR J16442-5548,Unclassified,Unclassified,251.15794,-55.84592,1.23E-12,Known Source,,
1070,Source,IGR J16558-4150,Unclassified,Unclassified,253.95,-41.83,,Known Source,,
1071,Source,IGR J17375-3022,Unclassified,Unclassified,264.3946,-30.3817,2.11E-11,Known Source,,
1072,Source,IGR J17419-2802,Unclassified,Unclassified,265.4833,-28.0319,1.93E-11,Known Source,,
1073,Source,IGR J17507-2647,Unclassified,Unclassified,267.664,-26.743,4.04E-12,Known Source,,
1074,Source,IGR J17585-3057,Unclassified,Unclassified,269.625,-30.95,6.15E-12,Known Source,,
1075,Source,IGR J18159-3353,Unclassified,Unclassified,273.9892,-33.89,,Known Source,,
1076,Source,IGR J18284-0345,Unclassified,Unclassified,277.13,-3.76,5.85E-11,Known Source,,
1077,Source,IGR J18325-0756,Unclassified,Unclassified,278.1177785,-7.944958396,1.5E-12,Known Source,,
1078,Source,IGR J18532+0416,Unclassified,Unclassified,283.318,4.297,1.15E-12,Known Source,,
1079,Source,IGR J19149+1036,Unclassified,Unclassified,288.73637,10.61058,1.73E-11,Known Source,,
1080,Source,IGR J19475+0049,Unclassified,Unclassified,296.875,0.828,0.00000419,Known Source,,
1081,Source,IGR J20188+3647,Unclassified,Unclassified,304.7,36.792,,Known Source,,
1082,Source,IGR J21117+3427,Unclassified,Unclassified,317.948,34.462,,Known Source,,
1083,Source,MAXI J1807-228,Unclassified,Unclassified,271.9583,-22.8,,Known Source,,
1084,Source,MAXI J1828-249,Unclassified,Unclassified,277.241958,-25.029411,4.77E-11,Known Source,,
1085,Source,SGR 0501+4516,Unclassified,Unclassified,75.2833,45.2753,2.53E-11,Known Source,,
1086,Source,SWIFT J0549.7-6812,Unclassified,Unclassified,87.52696,-68.24881,2.54E-10,Known Source,,
1087,Source,SWIFT J1734.5-3027,Unclassified,Unclassified,263.602,-30.398,1.26E-10,Known Source,,
1088,Source,SWIFT J2037.2+4151,Unclassified,Unclassified,309.25,41.833,,Known Source,,
1089,Source,SWIFT J2059.6+4301A,Unclassified,Unclassified,314.8166,43.019,3.6E-12,Known Source,,
1090,Source,XMMSL1 J171900.4-353,Unclassified,Unclassified,259.75307,-35.53848,3.11E-11,Known Source,,
1091,Source,XMMU J004415.9+41305,Unclassified,Unclassified,11.06645,41.51563,1.64E-12,Known Source,,
1092,Source,XMMU J174445.5-29504,Unclassified,Unclassified,266.1896,-29.845,3.91E-11,Known Source,,
1093,Source,[DI91] 286,X-ray Binary,HMXB,31.68823825,-74.46322423,3.23E-12,Known Source,,
1094,Source,1A 0620-00,X-ray Binary,HMXB,95.68559327,-0.345636239,,Known Source,,
1095,Source,1A 1118-615,X-ray Binary,HMXB,170.2382237,-61.9167128,4.21E-11,Known Source,,
1096,Source,1E 1145.1-6141,X-ray Binary,HMXB,176.8689993,-61.95372972,5.03E-10,Known Source,,
1097,Source,1H 0521+373,X-ray Binary,HMXB,80.64679748,37.67601071,,Known Source,,
1098,Source,1H 0556+286,X-ray Binary,HMXB,88.97933683,28.78511718,,Known Source,,
1099,Source,1H 1249-637,X-ray Binary,HMXB,190.7094432,-63.05862583,1.48E-12,Known Source,,
1100,Source,1RXS J194211.9+255552,X-ray Binary,HMXB,295.546532,25.93490807,9.67E-11,Known Source,,
1101,Source,2E 1048.1-5937,X-ray Binary,HMXB,162.53721,-59.88886,3.51E-11,Known Source,,
1102,Source,3A 0114+650,X-ray Binary,HMXB,19.51124027,65.29161922,1.01E-10,Known Source,,
1103,Source,3A 0656-072,X-ray Binary,HMXB,104.5720326,-7.209778968,1.81E-09,Known Source,,
1104,Source,3A 0726-260,X-ray Binary,HMXB,112.2232451,-26.10802698,1.78E-11,Known Source,,
1105,Source,3A 1845-024,X-ray Binary,HMXB,282.0738,-2.4203,1.19E-10,Known Source,,
1106,Source,3A 1954+319,X-ray Binary,HMXB,298.9264096,32.0969573,1.58E-10,Known Source,,
1107,Source,3A 2206+543,X-ray Binary,HMXB,331.9843195,54.51844691,6.62E-10,Known Source,,
1108,Source,4U 1036-56,X-ray Binary,HMXB,159.3971438,-56.79885267,8.34E-11,Known Source,,
1109,Source,4U 1543-47,X-ray Binary,HMXB,236.7844869,-47.6695235,3.11E-11,Known Source,,
1110,Source,4U 1909+07,X-ray Binary,HMXB,287.7008888,7.597696426,2.5E-10,Known Source,,
1111,Source,AX J0051-722,X-ray Binary,HMXB,12.73749683,-72.2262729,4.83E-11,Known Source,,
1112,Source,AX J0058-720,X-ray Binary,HMXB,14.45656048,-72.04329822,1.15E-12,Known Source,,
1113,Source,AX J1700.1-4157,X-ray Binary,HMXB,255.01775,-41.96797,4.56E-12,Known Source,,
1114,Source,AX J1700.2-4220,X-ray Binary,HMXB,255.1051815,-42.31674442,,Known Source,,
1115,Source,AX J1749.1-2733,X-ray Binary,HMXB,267.27829,-27.54232,3.28E-12,Known Source,,
1116,Source,AX J1820.5-1434,X-ray Binary,HMXB,275.1229,-14.5733,2.54E-11,Known Source,,
1117,Source,AX J1832.1-0938,X-ray Binary,HMXB,278.0372379,-9.651650077,3.04E-12,Known Source,,
1118,Source,Cep X-4,X-ray Binary,HMXB,324.8778763,56.98622832,4.7E-10,Known Source,,
1119,Source,EXO 0331+530,X-ray Binary,HMXB,53.74963171,53.17313802,1.3E-10,Known Source,,
1120,Source,EXO 053109-6609.2,X-ray Binary,HMXB,82.80542,-66.1180572,3.64E-12,Known Source,,
1121,Source,Ginga 0834-430,X-ray Binary,HMXB,128.9791485,-43.18819364,7.26E-10,Known Source,,
1122,Source,Ginga 1354-645,X-ray Binary,HMXB,209.540417,-64.734944,1.91E-10,Known Source,,
1123,Source,Ginga 1843+009,X-ray Binary,HMXB,281.4034819,0.863177164,1.91E-09,Known Source,,
1124,Source,Ginga 2000+25,X-ray Binary,HMXB,300.70658,25.23647,,Known Source,,
1125,Source,GRO J0422+32,X-ray Binary,HMXB,65.42801145,32.9074831,,Known Source,,
1126,Source,GRO J1655-40,X-ray Binary,HMXB,253.500571,-39.845806,2.91E-11,Known Source,,
1127,Source,GRO J1750-27,X-ray Binary,HMXB,267.304036,-26.644147,6.18E-10,Known Source,,
1128,Source,GRO J2058+42,X-ray Binary,HMXB,314.6980715,41.77699458,1.68E-10,Known Source,,
1129,Source,GRS 1009-45,X-ray Binary,HMXB,153.4017117,-45.07570941,,Known Source,,
1130,Source,GT 0236+610,X-ray Binary,HMXB,40.13193517,61.22933164,1.36E-11,Known Source,,
1131,Source,GX 304-1,X-ray Binary,HMXB,195.3212371,-61.60184376,1.17E-10,Known Source,,
1132,Source,GX 339-4,X-ray Binary,HMXB,255.7057818,-48.78974665,1.08E-10,Known Source,,
1133,Source,H 0115+634,X-ray Binary,HMXB,19.6332104,63.74252017,2.55E-11,Known Source,,
1134,Source,H 1145-619,X-ray Binary,HMXB,177.0000894,-62.20691733,1.3E-10,Known Source,,
1135,Source,H 1417-624,X-ray Binary,HMXB,215.3006501,-62.69891371,1.23E-10,Known Source,,
1136,Source,H 1553-542,X-ray Binary,HMXB,239.45417,-54.415,1.63E-09,Known Source,,
1137,Source,H 1705-250,X-ray Binary,HMXB,257.0605,-25.091708,,Known Source,,
1138,Source,IGR J00370+6122,X-ray Binary,HMXB,9.290149231,61.36013552,1.81E-11,Known Source,,
1139,Source,IGR J00515-7328,X-ray Binary,HMXB,13.00254787,-73.49046279,1.1E-11,Known Source,,
1140,Source,IGR J01054-7253,X-ray Binary,HMXB,16.17617,-72.90103,2.94E-11,Known Source,,
1141,Source,IGR J01217-7257,X-ray Binary,HMXB,20.41925979,-72.9585852,1.6E-11,Known Source,,
1142,Source,IGR J01572-7259,X-ray Binary,HMXB,29.31754831,-72.97569254,3.11E-11,Known Source,,
1143,Source,IGR J01583+6713,X-ray Binary,HMXB,29.57704667,67.22318327,1.14E-11,Known Source,,
1144,Source,IGR J05007-7047,X-ray Binary,HMXB,75.1918953,-70.7433484,7.67E-12,Known Source,,
1145,Source,IGR J08262-3736,X-ray Binary,HMXB,126.5568928,-37.61996461,1.03E-11,Known Source,,
1146,Source,IGR J08408-4503,X-ray Binary,HMXB,130.1991314,-45.05839877,1.99E-11,Known Source,,
1147,Source,IGR J10101-5654,X-ray Binary,HMXB,152.5494608,-56.92555624,1.41E-11,Known Source,,
1148,Source,IGR J11215-5952,X-ray Binary,HMXB,170.4450994,-59.86332511,1.2E-11,Known Source,,
1149,Source,IGR J11305-6256,X-ray Binary,HMXB,172.7788004,-62.94692512,3.11E-11,Known Source,,
1150,Source,IGR J11321-5311,X-ray Binary,HMXB,173.03,-53.18,,Known Source,,
1151,Source,IGR J11435-6109,X-ray Binary,HMXB,176.0012282,-61.12680088,1.64E-12,Known Source,,
1152,Source,IGR J13186-6257,X-ray Binary,HMXB,199.604394,-62.97102,1.26E-11,Known Source,,
1153,Source,IGR J14331-6112,X-ray Binary,HMXB,218.2847203,-61.26105606,6.08E-12,Known Source,,
1154,Source,IGR J14488-5942,X-ray Binary,HMXB,222.180092,-59.703815,3.35E-12,Known Source,,
1155,Source,IGR J16195-4945,X-ray Binary,HMXB,244.8840967,-49.74182375,1.87E-11,Known Source,,
1156,Source,IGR J16207-5129,X-ray Binary,HMXB,245.1927686,-51.50167926,3.83E-11,Known Source,,
1157,Source,IGR J16283-4838,X-ray Binary,HMXB,247.045134,-48.648914,,Known Source,,
1158,Source,IGR J16318-4848,X-ray Binary,HMXB,247.9512876,-48.8168514,9E-12,Known Source,,
1159,Source,IGR J16328-4726,X-ray Binary,HMXB,248.157708,-47.394847,1.39E-11,Known Source,,
1160,Source,IGR J16393-4643,X-ray Binary,HMXB,249.773,-46.704,3.24E-11,Known Source,,
1161,Source,IGR J16418-4532,X-ray Binary,HMXB,250.4616604,-45.54037972,4.41E-11,Known Source,,
1162,Source,IGR J16465-4507,X-ray Binary,HMXB,251.6469127,-45.11794719,1.14E-11,Known Source,,
1163,Source,IGR J16479-4514,X-ray Binary,HMXB,252.027341,-45.201893,1.6E-11,Known Source,,
1164,Source,IGR J16493-4348,X-ray Binary,HMXB,252.36229,-43.81917,3.23E-11,Known Source,,
1165,Source,IGR J17200-3116,X-ray Binary,HMXB,260.02463,-31.28322,3.41E-11,Known Source,,
1166,Source,IGR J17252-3616,X-ray Binary,HMXB,261.297467,-36.282647,1.91E-11,Known Source,,
1167,Source,IGR J17353-3539,X-ray Binary,HMXB,263.8483912,-35.67022789,1.09E-11,Known Source,,
1168,Source,IGR J17354-3255,X-ray Binary,HMXB,263.8650246,-32.93178498,7.74E-12,Known Source,,
1169,Source,IGR J17379-3747,X-ray Binary,HMXB,264.495,-37.772,2.31E-11,Known Source,,
1170,Source,IGR J17391-3021,X-ray Binary,HMXB,264.7981315,-30.34382998,1.47E-11,Known Source,,
1171,Source,IGR J17404-3655,X-ray Binary,HMXB,265.1119097,-36.92703177,1.63E-11,Known Source,,
1172,Source,IGR J17544-2619,X-ray Binary,HMXB,268.6053012,-26.33127137,2.63E-11,Known Source,,
1173,Source,IGR J17586-2129,X-ray Binary,HMXB,269.6439823,-21.38931517,1.95E-11,Known Source,,
1174,Source,IGR J18027-2016,X-ray Binary,HMXB,270.674753,-20.2881424,5.62E-11,Known Source,,
1175,Source,IGR J18048-1455,X-ray Binary,HMXB,271.16217,-14.94653,8.79E-12,Known Source,,
1176,Source,IGR J18175-1530,X-ray Binary,HMXB,274.3929,-15.5114,,Known Source,,
1177,Source,IGR J18214-1318,X-ray Binary,HMXB,275.3323642,-13.31085928,4.87E-11,Known Source,,
1178,Source,IGR J18219-1347,X-ray Binary,HMXB,275.47842,-13.79075,8.27E-12,Known Source,,
1179,Source,IGR J18256-1035,X-ray Binary,HMXB,276.43375,-10.58497,3.29E-12,Known Source,,
1180,Source,IGR J18410-0535,X-ray Binary,HMXB,280.251814,-5.59624297,2.72E-11,Known Source,,
1181,Source,IGR J18450-0435,X-ray Binary,HMXB,281.2566253,-4.565734176,3.62E-11,Known Source,,
1182,Source,IGR J18462-0223,X-ray Binary,HMXB,281.5533082,-2.373900187,1.25E-11,Known Source,,
1183,Source,IGR J18483-0311,X-ray Binary,HMXB,282.0716936,-3.171351451,7.32E-11,Known Source,,
1184,Source,IGR J19140+0951,X-ray Binary,HMXB,288.5176131,9.882888888,2.98E-11,Known Source,,
1185,Source,IGR J19294+1816,X-ray Binary,HMXB,292.4829406,18.31062457,4.43E-11,Known Source,,
1186,Source,IGR J20006+3210,X-ray Binary,HMXB,300.091064,32.18975844,4.2E-11,Known Source,,
1187,Source,IGR J21347+4737,X-ray Binary,HMXB,323.5848829,47.63339054,,Known Source,,
1188,Source,IGR J22534+6243,X-ray Binary,HMXB,343.4796905,62.72688657,4.18E-12,Known Source,,
1189,Source,KS 1947+300,X-ray Binary,HMXB,297.3978505,30.20882666,6.64E-11,Known Source,,
1190,Source,MACHO 44.1741.17,X-ray Binary,HMXB,72.77833,-69.80089,1.75E-11,Known Source,,
1191,Source,MAXI J1348-630,X-ray Binary,HMXB,207.0530785,-63.27491919,,Known Source,,
1192,Source,Nova Mus 1991,X-ray Binary,HMXB,171.6108173,-68.67579938,,Known Source,,
1193,Source,OAO 1657-415,X-ray Binary,HMXB,255.203683,-41.655961,6.16E-11,Known Source,,
1194,Source,PSR J1844-0258,X-ray Binary,HMXB,281.221,-2.933,2.85E-10,Known Source,,
1195,Source,RX J0052.9-7158,X-ray Binary,HMXB,13.23027341,-71.96841328,1.76E-12,Known Source,,
1196,Source,RX J0059.2-7138,X-ray Binary,HMXB,14.80310167,-71.64582288,1.58E-10,Known Source,,
1197,Source,RX J0146.9+6121,X-ray Binary,HMXB,26.75088503,61.35657327,1.06E-10,Known Source,,
1198,Source,RX J0520.5-6932,X-ray Binary,HMXB,80.1287537,-69.5319442,1.88E-11,Known Source,,
1199,Source,RX J0529.8-6556,X-ray Binary,HMXB,82.44939447,-65.94544234,7.29E-12,Known Source,,
1200,Source,RX J0531.5-6518,X-ray Binary,HMXB,82.9004133,-65.3044511,1.04E-12,Known Source,,
1201,Source,RX J0532.4-6535,X-ray Binary,HMXB,83.1133346,-65.5819397,1.65E-10,Known Source,,
1202,Source,RX J0532.5-6551,X-ray Binary,HMXB,83.13595348,-65.86126042,4.15E-12,Known Source,,
1203,Source,RX J0535.8-6530,X-ray Binary,HMXB,83.9742,-65.5094,1.79E-12,Known Source,,
1204,Source,RX J0648.0-4419,X-ray Binary,HMXB,102.019584,-44.31623223,3.02E-12,Known Source,,
1205,Source,RX J0812.4-3114,X-ray Binary,HMXB,123.1181563,-31.24781624,4.04E-10,Known Source,,
1206,Source,RX J1744.7-2713,X-ray Binary,HMXB,266.1906903,-27.22902193,2.59E-10,Known Source,,
1207,Source,RX J1826.2-1450,X-ray Binary,HMXB,276.562734,-14.84840202,7.64E-12,Known Source,,
1208,Source,SAX J1452.8-5949,X-ray Binary,HMXB,223.21958,-59.81892,1.24E-12,Known Source,,
1209,Source,SAX J1818.6-1703,X-ray Binary,HMXB,274.65791,-17.04665774,1.66E-10,Known Source,,
1210,Source,SAX J1819.3-2525,X-ray Binary,HMXB,274.840143,-25.40718044,2.7E-11,Known Source,,
1211,Source,SAX J2103.5+4545,X-ray Binary,HMXB,315.898792,45.75154688,1.12E-10,Known Source,,
1212,Source,Sct X-1,X-ray Binary,HMXB,278.8576018,-7.614004546,,Known Source,,
1213,Source,SMC X-2,X-ray Binary,HMXB,13.63929,-73.68369,6.04E-12,Known Source,,
1214,Source,SWIFT J045558.9-702001,X-ray Binary,HMXB,73.9954,-70.3336,1.61E-12,Known Source,,
1215,Source,SWIFT J1626.5-5156,X-ray Binary,HMXB,246.6521657,-51.94183335,4.12E-11,Known Source,,
1216,Source,SWIFT J1816.7-1613,X-ray Binary,HMXB,274.17775,-16.22317,4.38E-11,Known Source,,
1217,Source,UCAC2 2073373,X-ray Binary,HMXB,85.39293526,-68.43012445,1.06E-10,Known Source,,
1218,Source,V404 Cyg,X-ray Binary,HMXB,306.0159394,33.86721172,9.58E-12,Known Source,,
1219,Source,XMMU J010253.1-724433,X-ray Binary,HMXB,15.72215844,-72.74310173,3.16E-12,Known Source,,
1220,Source,XTE J0421+560,X-ray Binary,HMXB,64.925565,55.99936294,3.53E-12,Known Source,,
1221,Source,XTE J1118+480,X-ray Binary,HMXB,169.544971,48.03675409,,Known Source,,
1222,Source,XTE J1543-568,X-ray Binary,HMXB,236.008,-56.712,,Known Source,,
1223,Source,XTE J1550-564,X-ray Binary,HMXB,237.7444325,-56.47646066,,Known Source,,
1224,Source,XTE J1650-500,X-ray Binary,HMXB,252.504083,-49.962111,,Known Source,,
1225,Source,XTE J1716-389,X-ray Binary,HMXB,258.9862,-38.8639,0.000000891,Known Source,,
1226,Source,XTE J1743-363,X-ray Binary,HMXB,265.7555394,-36.3728386,2.15E-12,Known Source,,
1227,Source,XTE J1855-026,X-ray Binary,HMXB,283.8766912,-2.604649348,2.19E-10,Known Source,,
1228,Source,XTE J1859+083,X-ray Binary,HMXB,284.75654,8.24561,1.26E-11,Known Source,,
1229,Source,XTE J1906+090,X-ray Binary,HMXB,286.197879,9.044833,2.41E-12,Known Source,,
1230,Source,XTE J1908+094,X-ray Binary,HMXB,287.221167,9.384678,1.15E-10,Known Source,,
1231,Source,XTE J1946+274,X-ray Binary,HMXB,296.413987,27.36541712,1.3E-09,Known Source,,
1232,Source,1A 1744-361,X-ray Binary,LMXB,267.054783,-36.132506,1.71E-10,Known Source,,
1233,Source,1E 1740.7-2942,X-ray Binary,LMXB,265.97846,-29.74517,2.76E-11,Known Source,,
1234,Source,1E 1743.1-2843,X-ray Binary,LMXB,266.58787,-28.72842,1.25E-10,Known Source,,
1235,Source,1E 1746.7-3224,X-ray Binary,LMXB,267.51625,-32.43067,7.18E-11,Known Source,,
1236,Source,1H 1715-321,X-ray Binary,LMXB,259.6975,-32.17778,,Known Source,,
1237,Source,1RXS J180408.9-342058,X-ray Binary,LMXB,271.0371,-34.3494,6.2E-12,Known Source,,
1238,Source,2E 1603.6+2600,X-ray Binary,LMXB,241.4411445,25.86256847,4.56E-12,Known Source,,
1239,Source,2MAXI J1753-013,X-ray Binary,LMXB,268.3678745,-1.451737932,4.48E-10,Known Source,,
1240,Source,2MAXI J1922-171,X-ray Binary,LMXB,290.6542,-17.2842,6.82E-11,Known Source,,
1241,Source,2S 1711-339,X-ray Binary,LMXB,258.58242,-34.04647,5.63E-11,Known Source,,
1242,Source,2XMM J174931.6-280805,X-ray Binary,LMXB,267.383083,-28.134944,3.98E-11,Known Source,,
1243,Source,3A 2129+470,X-ray Binary,LMXB,322.8592221,47.29014224,,Known Source,,
1244,Source,4U 1323-62,X-ray Binary,LMXB,201.6543,-62.1358,1.73E-10,Known Source,,
1245,Source,4U 1700+24,X-ray Binary,LMXB,256.6438034,23.97184427,7.38E-10,Known Source,,
1246,Source,4U 1705-32,X-ray Binary,LMXB,257.22667,-32.31597,4.14E-11,Known Source,,
1247,Source,AX J1754.2-2754,X-ray Binary,LMXB,268.56083,-27.90953,2.49E-12,Known Source,,
1248,Source,Cen X-4,X-ray Binary,LMXB,224.5913949,-31.66875429,1.68E-12,Known Source,,
1249,Source,EXO 0748-676,X-ray Binary,LMXB,117.14046,-67.75214,2.14E-12,Known Source,,
1250,Source,EXO 1747-214,X-ray Binary,LMXB,267.60217,-21.42219,,Known Source,,
1251,Source,EXO 1846-031,X-ray Binary,LMXB,282.3212,-3.0622,,Known Source,,
1252,Source,GRO J1719-24,X-ray Binary,LMXB,259.9038341,-25.01781156,,Known Source,,
1253,Source,GRS 1730-312,X-ray Binary,LMXB,263.38333,-31.21667,,Known Source,,
1254,Source,GRS 1736-297,X-ray Binary,LMXB,264.87446,-29.70297,4.39E-11,Known Source,,
1255,Source,GX 359+2,X-ray Binary,LMXB,264.642,-28.478,,Known Source,,
1256,Source,H 1658-298,X-ray Binary,LMXB,255.52725,-29.94558,3.63E-11,Known Source,,
1257,Source,H 1745-203,X-ray Binary,LMXB,267.2225,-20.36194,2.43E-11,Known Source,,
1258,Source,HETE J1900.1-2455,X-ray Binary,LMXB,285.03604,-24.92047,5.6E-11,Known Source,,
1259,Source,IGR J00291+5934,X-ray Binary,LMXB,7.26275,59.57194,8.27E-11,Known Source,,
1260,Source,IGR J15390-6226,X-ray Binary,LMXB,234.799846,-62.467306,3.84E-09,Known Source,,
1261,Source,IGR J16194-2810,X-ray Binary,LMXB,244.8889299,-28.12775036,6.2E-11,Known Source,,
1262,Source,IGR J16287-5021,X-ray Binary,LMXB,247.112,-50.378,7.01E-12,Known Source,,
1263,Source,IGR J16293-4603,X-ray Binary,LMXB,247.312,-46.077,,Known Source,,
1264,Source,IGR J17191-2821,X-ray Binary,LMXB,259.813,-28.299,8.28E-10,Known Source,,
1265,Source,IGR J17254-3257,X-ray Binary,LMXB,261.35625,-32.95486,3.84E-11,Known Source,,
1266,Source,IGR J17285-2922,X-ray Binary,LMXB,262.16237,-29.36247,1.73E-11,Known Source,,
1267,Source,IGR J17361-4441,X-ray Binary,LMXB,264.072575,-44.734994,3E-11,Known Source,,
1268,Source,IGR J17451-3022,X-ray Binary,LMXB,266.278,-30.378694,2.95E-10,Known Source,,
1269,Source,IGR J17464-3213,X-ray Binary,LMXB,266.5649849,-32.23357222,1.4E-10,Known Source,,
1270,Source,IGR J17473-2721,X-ray Binary,LMXB,266.82525,-27.34414,3.91E-10,Known Source,,
1271,Source,IGR J17497-2821,X-ray Binary,LMXB,267.408496,-28.354861,4.81E-10,Known Source,,
1272,Source,IGR J17511-3057,X-ray Binary,LMXB,267.78563,-30.96158,1.47E-10,Known Source,,
1273,Source,IGR J17597-2201,X-ray Binary,LMXB,269.9404,-22.0275,3.17E-11,Known Source,,
1274,Source,IGR J18044-2739,X-ray Binary,LMXB,271.1296,-27.6589,9.51E-09,Known Source,,
1275,Source,IGR J18245-2452,X-ray Binary,LMXB,276.13542,-24.86883,1.53E-11,Known Source,,
1276,Source,IGR J18539+0727,X-ray Binary,LMXB,283.48,7.45,,Known Source,,
1277,Source,IGR J19566+0326,X-ray Binary,LMXB,299.16267,3.44519,4.36E-12,Known Source,,
1278,Source,KS 1731-260,X-ray Binary,LMXB,263.55608,-26.0885,2.4E-09,Known Source,,
1279,Source,MAXI J1621-501,X-ray Binary,LMXB,245.09171,-50.01989,4.15E-10,Known Source,,
1280,Source,MAXI J1659-152,X-ray Binary,LMXB,254.757,-15.257981,6.28E-11,Known Source,,
1281,Source,MAXI J1820+070,X-ray Binary,LMXB,275.0914266,7.185356905,4.49E-09,Known Source,,
1282,Source,MAXI J1910-057,X-ray Binary,LMXB,287.595,-5.79886,7.82E-10,Known Source,,
1283,Source,RX J1718.4-4029,X-ray Binary,LMXB,259.60054,-40.49178,5.87E-12,Known Source,,
1284,Source,SAX J0835.9+5118,X-ray Binary,LMXB,128.9833,51.31,,Known Source,,
1285,Source,SAX J1750.8-2900,X-ray Binary,LMXB,267.60175,-29.03761,1.37E-11,Known Source,,
1286,Source,SAX J1752.3-3138,X-ray Binary,LMXB,268.1,-31.62833,,Known Source,,
1287,Source,SAX J1753.5-2349,X-ray Binary,LMXB,268.3829,-23.820794,3.17E-11,Known Source,,
1288,Source,SAX J1808.4-3658,X-ray Binary,LMXB,272.11475,-36.97897,1.76E-11,Known Source,,
1289,Source,SAX J1810.8-2609,X-ray Binary,LMXB,272.68529,-26.15033,5.83E-11,Known Source,,
1290,Source,SWIFT J0732.6-1330,X-ray Binary,LMXB,113.1571221,-13.51898444,1.41E-11,Known Source,,
1291,Source,SWIFT J174510.8-262411,X-ray Binary,LMXB,266.295204,-26.4035,5.07E-10,Known Source,,
1292,Source,SWIFT J1756.9-2508,X-ray Binary,LMXB,269.23896,-25.10772,3.13E-11,Known Source,,
1293,Source,TrA X-1,X-ray Binary,LMXB,232.07071,-61.88272,3.2E-10,Known Source,,
1294,Source,XB 1832-330,X-ray Binary,LMXB,278.931871,-32.990769,3.43E-11,Known Source,,
1295,Source,XTE J0929-314,X-ray Binary,LMXB,142.33412,-31.38422,,Known Source,,
1296,Source,XTE J1710-281,X-ray Binary,LMXB,257.5512,-28.1317,8.9E-11,Known Source,,
1297,Source,XTE J1720-318,X-ray Binary,LMXB,259.995792,-31.750308,,Known Source,,
1298,Source,XTE J1723-376,X-ray Binary,LMXB,260.9112,-37.6617,,Known Source,,
1299,Source,XTE J1751-305,X-ray Binary,LMXB,267.80621,-30.62317,1.05E-11,Known Source,,
1300,Source,XTE J1752-223,X-ray Binary,LMXB,268.062875,-22.342322,1.47E-10,Known Source,,
1301,Source,XTE J1755-324,X-ray Binary,LMXB,268.8692,-32.4775,,Known Source,,
1302,Source,XTE J1807-294,X-ray Binary,LMXB,271.7492,-29.4083,,Known Source,,
1303,Source,XTE J1814-338,X-ray Binary,LMXB,273.41262,-33.77286,,Known Source,,
1304,Source,XTE J1817-330,X-ray Binary,LMXB,274.431404,-33.018833,1.05E-10,Known Source,,
1305,Source,XTE J2123-058,X-ray Binary,LMXB,320.81058,-5.79803,,Known Source,,
1306,Source,CAL 83,X-ray Binary,X-ray Binary,85.89233335,-68.37283097,3.08E-12,Known Source,,
1307,Source,IGR J06253+7334,X-ray Binary,X-ray Binary,96.31771644,73.57752933,1.12E-11,Known Source,,
1308,Source,IGR J11187-5438,X-ray Binary,X-ray Binary,169.5883738,-54.62465666,5.17E-12,Known Source,,
1309,Source,IGR J15479-4529,X-ray Binary,X-ray Binary,237.0608173,-45.47775524,3.79E-11,Known Source,,
1310,Source,IGR J16597-3704,X-ray Binary,X-ray Binary,254.8870929,-37.12063278,1.26E-10,Known Source,,
1311,Source,IGR J17269-4737,X-ray Binary,X-ray Binary,261.705333,-47.64025,2.54E-08,Known Source,,
1312,Source,IGR J17445-2747,X-ray Binary,X-ray Binary,266.1267389,-27.76680816,4.49E-12,Known Source,,
1313,Source,MAXI J1305-704,X-ray Binary,X-ray Binary,196.730417,-70.451419,3.82E-11,Known Source,,
1314,Source,MAXI J1535-571,X-ray Binary,X-ray Binary,233.83221,-57.23003,7.73E-10,Known Source,,
1315,Source,MAXI J1647-227,X-ray Binary,X-ray Binary,252.05133,-23.01533,8.31E-11,Known Source,,
1316,Source,MAXI J1836-194,X-ray Binary,X-ray Binary,278.931,-19.319578,6.62E-11,Known Source,,
